id,lkp_id,nama_kelas,link,peserta,lulusan,status
K-3159-2,LKP-c87f9e0ddd,Mengoperasikan Perangkat Lunak Pengolah Kata Microsoft Word,,2,0,Sudah Berjalan
K-3164-0,LKP-2afa46aeab,Kursusbaru,,0,0,Materi Belum Lengkap
K-3164-1,LKP-2afa46aeab,Kursusbaru,,0,0,Materi Belum Lengkap
K-3164-2,LKP-2afa46aeab,Kursusbaru,,0,0,Materi Belum Lengkap
K-3180-0,LKP-7e514e5f82,"OPERATOR KOMPUTER PROFESIONAL DENGAN MICROSOFT OFFICE, 
Kursus Pemasaran Digital (sudah memilih kelas tapu belum lengkap)",,24,0,Sudah Berjalan
K-3180-1,LKP-7e514e5f82,"OPERATOR KOMPUTER PROFESIONAL DENGAN MICROSOFT OFFICE, 
Kursus Pemasaran Digital (sudah memilih kelas tapu belum lengkap)",,24,0,Sudah Berjalan
K-3180-2,LKP-7e514e5f82,"OPERATOR KOMPUTER PROFESIONAL DENGAN MICROSOFT OFFICE, 
Kursus Pemasaran Digital (sudah memilih kelas tapu belum lengkap)",,24,0,Sudah Berjalan
K-3195-0,LKP-476f8d62a7,Belajar Mengukur Busana,,0,0,Materi Belum Lengkap
K-3195-1,LKP-476f8d62a7,Belajar Mengukur Busana,,0,0,Materi Belum Lengkap
K-3195-2,LKP-476f8d62a7,Belajar Mengukur Busana,,0,0,Materi Belum Lengkap
K-3201-0,LKP-306fd9d13f,kursus baru,,0,0,Materi Belum Lengkap
K-3201-1,LKP-306fd9d13f,kursus baru,,0,0,Materi Belum Lengkap
K-3201-2,LKP-306fd9d13f,kursus baru,,0,0,Materi Belum Lengkap
K-3243-0,LKP-644e9463c3,"LKP Melati menjahit, kursus tata rias pengantin gaun panjang",,0,0,Materi Lengkap - Belum Ada Peserta
K-3243-1,LKP-644e9463c3,"LKP Melati menjahit, kursus tata rias pengantin gaun panjang",,0,0,Materi Lengkap - Belum Ada Peserta
K-3243-2,LKP-644e9463c3,"LKP Melati menjahit, kursus tata rias pengantin gaun panjang",,0,0,Materi Lengkap - Belum Ada Peserta
K-3270-0,LKP-6f57e4d187,Belajar Dasar-dasar Digital Marketing,,0,0,Materi Lengkap - Belum Ada Peserta
K-3270-1,LKP-6f57e4d187,Belajar Dasar-dasar Digital Marketing,,0,0,Materi Lengkap - Belum Ada Peserta
K-3270-2,LKP-6f57e4d187,Belajar Dasar-dasar Digital Marketing,,0,0,Materi Lengkap - Belum Ada Peserta
K-3274-0,LKP-5a2bad6b8e,kursus baru,,0,0,Materi Belum Lengkap
K-3274-1,LKP-5a2bad6b8e,kursus baru,,0,0,Materi Belum Lengkap
K-3274-2,LKP-5a2bad6b8e,kursus baru,,0,0,Materi Belum Lengkap
K-3294-0,LKP-846532d065,INDUSTRI SABLON,,0,0,Materi Belum Lengkap
K-3294-1,LKP-846532d065,INDUSTRI SABLON,,0,0,Materi Belum Lengkap
K-3294-2,LKP-846532d065,INDUSTRI SABLON,,0,0,Materi Belum Lengkap
K-3296-0,LKP-b0053f9ad0,kursus baru,,0,0,Materi Belum Lengkap
K-3296-1,LKP-b0053f9ad0,kursus baru,,0,0,Materi Belum Lengkap
K-3296-2,LKP-b0053f9ad0,kursus baru,,0,0,Materi Belum Lengkap
K-3303-0,LKP-331c039ba4,Kursus Desain Digital Printing dengan Corel,,0,0,Materi Belum Lengkap
K-3303-1,LKP-331c039ba4,Kursus Desain Digital Printing dengan Corel,,0,0,Materi Belum Lengkap
K-3303-2,LKP-331c039ba4,Kursus Desain Digital Printing dengan Corel,,0,0,Materi Belum Lengkap
K-3342-0,LKP-919b39e2ff,kursus baru,,0,0,Materi Belum Lengkap
K-3342-1,LKP-919b39e2ff,kursus baru,,0,0,Materi Belum Lengkap
K-3342-2,LKP-919b39e2ff,kursus baru,,0,0,Materi Belum Lengkap
K-3346-0,LKP-e559c36e72,LKP Sugeng Elektronik,,0,0,Materi Belum Lengkap
K-3346-1,LKP-e559c36e72,LKP Sugeng Elektronik,,0,0,Materi Belum Lengkap
K-3346-2,LKP-e559c36e72,LKP Sugeng Elektronik,,0,0,Materi Belum Lengkap
K-3347-0,LKP-1a080629a8,Menjahit Apron untuk Kebersihan Kerja di Dapur,,0,0,Materi Belum Lengkap
K-3347-1,LKP-1a080629a8,Menjahit Apron untuk Kebersihan Kerja di Dapur,,0,0,Materi Belum Lengkap
K-3347-2,LKP-1a080629a8,Menjahit Apron untuk Kebersihan Kerja di Dapur,,0,0,Materi Belum Lengkap
K-3366-0,LKP-8fda2498e4,Dasar - Dasar Pola dan Jahit,,0,0,Materi Belum Lengkap
K-3366-1,LKP-8fda2498e4,Dasar - Dasar Pola dan Jahit,,0,0,Materi Belum Lengkap
K-3366-2,LKP-8fda2498e4,Dasar - Dasar Pola dan Jahit,,0,0,Materi Belum Lengkap
K-3367-0,LKP-02a045b525,Pelatihan Keterampilan Tata Rias Wajah Berbasis Digital,,0,0,Materi Belum Lengkap
K-3367-1,LKP-02a045b525,Pelatihan Keterampilan Tata Rias Wajah Berbasis Digital,,0,0,Materi Belum Lengkap
K-3367-2,LKP-02a045b525,Pelatihan Keterampilan Tata Rias Wajah Berbasis Digital,,0,0,Materi Belum Lengkap
K-3369-0,LKP-82231c1703,Design Your Own Vibe: Kursus Jahit Online dari Nol,,0,0,Materi Belum Lengkap
K-3369-1,LKP-82231c1703,Design Your Own Vibe: Kursus Jahit Online dari Nol,,0,0,Materi Belum Lengkap
K-3369-2,LKP-82231c1703,Design Your Own Vibe: Kursus Jahit Online dari Nol,,0,0,Materi Belum Lengkap
K-3371-0,LKP-75cb0f2c27,kursus baru,,0,0,Materi Belum Lengkap
K-3371-1,LKP-75cb0f2c27,kursus baru,,0,0,Materi Belum Lengkap
K-3371-2,LKP-75cb0f2c27,kursus baru,,0,0,Materi Belum Lengkap
K-3400-0,LKP-4cd5333ef8,Kursusbaru,,0,0,Materi Belum Lengkap
K-3400-1,LKP-4cd5333ef8,Kursusbaru,,0,0,Materi Belum Lengkap
K-3400-2,LKP-4cd5333ef8,Kursusbaru,,0,0,Materi Belum Lengkap
K-3401-0,LKP-da8ead3bec,Kursusbaru,,0,0,Materi Belum Lengkap
K-3401-1,LKP-da8ead3bec,Kursusbaru,,0,0,Materi Belum Lengkap
K-3401-2,LKP-da8ead3bec,Kursusbaru,,0,0,Materi Belum Lengkap
K-3405-0,LKP-731d7be71e,Hospitality Industries Bidang Barista,,0,0,Materi Lengkap - Belum Ada Peserta
K-3405-1,LKP-731d7be71e,Hospitality Industries Bidang Barista,,0,0,Materi Lengkap - Belum Ada Peserta
K-3405-2,LKP-731d7be71e,Hospitality Industries Bidang Barista,,0,0,Materi Lengkap - Belum Ada Peserta
K-3411-0,LKP-2832e63cb2,"Merancang Kreasi Lap Gantung, Rok Suai bulk action selection
Rok Suai, Membuat Taplak Meja Bagi Tukang Jahit, 
Menjadi Pengusaha Toko Pakaian di Rumah, Merancang UI/UX Landing Page Menggunakan Figma.",,47,0,Sudah Berjalan
K-3411-1,LKP-2832e63cb2,"Merancang Kreasi Lap Gantung, Rok Suai bulk action selection
Rok Suai, Membuat Taplak Meja Bagi Tukang Jahit, 
Menjadi Pengusaha Toko Pakaian di Rumah, Merancang UI/UX Landing Page Menggunakan Figma.",,47,0,Sudah Berjalan
K-3411-2,LKP-2832e63cb2,"Merancang Kreasi Lap Gantung, Rok Suai bulk action selection
Rok Suai, Membuat Taplak Meja Bagi Tukang Jahit, 
Menjadi Pengusaha Toko Pakaian di Rumah, Merancang UI/UX Landing Page Menggunakan Figma.",,47,0,Sudah Berjalan
K-3419-0,LKP-0d7666a932,Menjahit Busana Dasar LKP BUSANA PUTRI,,0,0,Materi Belum Lengkap
K-3419-1,LKP-0d7666a932,Menjahit Busana Dasar LKP BUSANA PUTRI,,0,0,Materi Belum Lengkap
K-3419-2,LKP-0d7666a932,Menjahit Busana Dasar LKP BUSANA PUTRI,,0,0,Materi Belum Lengkap
K-3425-0,LKP-070c600da8,kursus baru,,0,0,Materi Belum Lengkap
K-3425-1,LKP-070c600da8,kursus baru,,0,0,Materi Belum Lengkap
K-3425-2,LKP-070c600da8,kursus baru,,0,0,Materi Belum Lengkap
K-3442-0,LKP-a9577f54e7,kursus baru,,0,0,Materi Belum Lengkap
K-3442-1,LKP-a9577f54e7,kursus baru,,0,0,Materi Belum Lengkap
K-3442-2,LKP-a9577f54e7,kursus baru,,0,0,Materi Belum Lengkap
K-3459-0,LKP-8eaa41c42f,kursus baru,,0,0,Materi Belum Lengkap
K-3459-1,LKP-8eaa41c42f,kursus baru,,0,0,Materi Belum Lengkap
K-3459-2,LKP-8eaa41c42f,kursus baru,,0,0,Materi Belum Lengkap
K-3504-0,LKP-7952adbd21,kursusbaru,,0,0,Materi Belum Lengkap
K-3504-1,LKP-7952adbd21,kursusbaru,,0,0,Materi Belum Lengkap
K-3504-2,LKP-7952adbd21,kursusbaru,,0,0,Materi Belum Lengkap
K-3549-0,LKP-71e70c04b4,Kursus Komputer LKP Pusate Komputer,,0,0,Materi Belum Lengkap
K-3549-1,LKP-71e70c04b4,Kursus Komputer LKP Pusate Komputer,,0,0,Materi Belum Lengkap
K-3549-2,LKP-71e70c04b4,Kursus Komputer LKP Pusate Komputer,,0,0,Materi Belum Lengkap
K-3601-0,LKP-82eeb36e25,kursus bari,,0,0,Materi Belum Lengkap
K-3601-1,LKP-82eeb36e25,kursus bari,,0,0,Materi Belum Lengkap
K-3601-2,LKP-82eeb36e25,kursus bari,,0,0,Materi Belum Lengkap
K-3642-0,LKP-9e094a7508,Pelatihan Dasar Make Up Artist (MUA),,2,0,Sudah Berjalan
K-3642-1,LKP-9e094a7508,Pelatihan Dasar Make Up Artist (MUA),,2,0,Sudah Berjalan
K-3642-2,LKP-9e094a7508,Pelatihan Dasar Make Up Artist (MUA),,2,0,Sudah Berjalan
K-3647-0,LKP-bd9f9dc1d2,kursus baru,,0,0,Materi Belum Lengkap
K-3647-1,LKP-bd9f9dc1d2,kursus baru,,0,0,Materi Belum Lengkap
K-3647-2,LKP-bd9f9dc1d2,kursus baru,,0,0,Materi Belum Lengkap
K-3653-0,LKP-b038ac20d0,kursus komputer kilat,,0,0,Materi Belum Lengkap
K-3653-1,LKP-b038ac20d0,kursus komputer kilat,,0,0,Materi Belum Lengkap
K-3653-2,LKP-b038ac20d0,kursus komputer kilat,,0,0,Materi Belum Lengkap
K-3716-0,LKP-1d78b6b42e,"DESAIN KONTEN DIGITAL materi belum lengkap peserta 0 lulus 0
KURSUS KOMPUTER MICROSOFT OFFICE peserta 0 lulus 0
kursus baru peserta 0 lulus 0",,0,0,Materi Belum Lengkap
K-3716-1,LKP-1d78b6b42e,"DESAIN KONTEN DIGITAL materi belum lengkap peserta 0 lulus 0
KURSUS KOMPUTER MICROSOFT OFFICE peserta 0 lulus 0
kursus baru peserta 0 lulus 0",,0,0,Materi Belum Lengkap
K-3716-2,LKP-1d78b6b42e,"DESAIN KONTEN DIGITAL materi belum lengkap peserta 0 lulus 0
KURSUS KOMPUTER MICROSOFT OFFICE peserta 0 lulus 0
kursus baru peserta 0 lulus 0",,0,0,Materi Belum Lengkap
K-3721-0,LKP-11b7ec6833,Kids Programming bulk action selection,,1,0,Sudah Berjalan
K-3721-1,LKP-11b7ec6833,Kids Programming bulk action selection,,1,0,Sudah Berjalan
K-3721-2,LKP-11b7ec6833,Kids Programming bulk action selection,,1,0,Sudah Berjalan
K-3736-0,LKP-f9dfd0c409,kursus baru,,0,0,Materi Belum Lengkap
K-3736-1,LKP-f9dfd0c409,kursus baru,,0,0,Materi Belum Lengkap
K-3736-2,LKP-f9dfd0c409,kursus baru,,0,0,Materi Belum Lengkap
K-3739-0,LKP-53ae7cef14,Digital marketing untuk pemula,,0,0,Materi Lengkap - Belum Ada Peserta
K-3739-1,LKP-53ae7cef14,Digital marketing untuk pemula,,0,0,Materi Lengkap - Belum Ada Peserta
K-3739-2,LKP-53ae7cef14,Digital marketing untuk pemula,,0,0,Materi Lengkap - Belum Ada Peserta
K-3740-0,LKP-784a844d6f,Kursus Tata Rias Pengantin Solo Putri,,7,1,Sudah Berjalan
K-3740-1,LKP-784a844d6f,Kursus Tata Rias Pengantin Solo Putri,,7,1,Sudah Berjalan
K-3740-2,LKP-784a844d6f,Kursus Tata Rias Pengantin Solo Putri,,7,1,Sudah Berjalan
K-3743-0,LKP-50a599b0ee,"Kursus Tata Kecantikan Kulit Berkualitas, 
Kursusbaru",,0,0,Materi Lengkap - Belum Ada Peserta
K-3743-1,LKP-50a599b0ee,"Kursus Tata Kecantikan Kulit Berkualitas, 
Kursusbaru",,0,0,Materi Lengkap - Belum Ada Peserta
K-3743-2,LKP-50a599b0ee,"Kursus Tata Kecantikan Kulit Berkualitas, 
Kursusbaru",,0,0,Materi Lengkap - Belum Ada Peserta
K-3744-0,LKP-31ae3c77b1,"Belajar Massage Untuk menjadi Terapis,  Belajar Teknik Memotong Rambut Untuk Memulai Bisnin Potong Rumahan, Menata Rambut Untuk Bisnis Rumahan, Tata Rias Pengantin Solo Putri",,14,0,Sudah Berjalan
K-3744-1,LKP-31ae3c77b1,"Belajar Massage Untuk menjadi Terapis,  Belajar Teknik Memotong Rambut Untuk Memulai Bisnin Potong Rumahan, Menata Rambut Untuk Bisnis Rumahan, Tata Rias Pengantin Solo Putri",,14,0,Sudah Berjalan
K-3744-2,LKP-31ae3c77b1,"Belajar Massage Untuk menjadi Terapis,  Belajar Teknik Memotong Rambut Untuk Memulai Bisnin Potong Rumahan, Menata Rambut Untuk Bisnis Rumahan, Tata Rias Pengantin Solo Putri",,14,0,Sudah Berjalan
K-3751-0,LKP-b40a987541,kursusbaru,,0,0,Materi Belum Lengkap
K-3751-1,LKP-b40a987541,kursusbaru,,0,0,Materi Belum Lengkap
K-3751-2,LKP-b40a987541,kursusbaru,,0,0,Materi Belum Lengkap
K-3770-0,LKP-221c21d694,"Menjahit Model-Model Headband Bagi Tukang Jahit, Microsoft Excel Lanjutan Bagi Petugas Data Entry, DESAIN GRAFIS DENGAN CORELDRAW BAGI PERANCANG GRAFIS (upload kelas tapi belum lengkap), Membuat Rajutan Dengan Tangan bagi Pengrajin Tekstil, 
Menjahit model-model Blouse bagi tukang jahit, 
Membuat pola digital dengan Aplikasi Richpeace bagi Pattern Maker, Memproduksi Sprei Set Aesthetic bagi Tukang Jahit.",,26,0,Sudah Berjalan
K-3770-1,LKP-221c21d694,"Menjahit Model-Model Headband Bagi Tukang Jahit, Microsoft Excel Lanjutan Bagi Petugas Data Entry, DESAIN GRAFIS DENGAN CORELDRAW BAGI PERANCANG GRAFIS (upload kelas tapi belum lengkap), Membuat Rajutan Dengan Tangan bagi Pengrajin Tekstil, 
Menjahit model-model Blouse bagi tukang jahit, 
Membuat pola digital dengan Aplikasi Richpeace bagi Pattern Maker, Memproduksi Sprei Set Aesthetic bagi Tukang Jahit.",,26,0,Sudah Berjalan
K-3770-2,LKP-221c21d694,"Menjahit Model-Model Headband Bagi Tukang Jahit, Microsoft Excel Lanjutan Bagi Petugas Data Entry, DESAIN GRAFIS DENGAN CORELDRAW BAGI PERANCANG GRAFIS (upload kelas tapi belum lengkap), Membuat Rajutan Dengan Tangan bagi Pengrajin Tekstil, 
Menjahit model-model Blouse bagi tukang jahit, 
Membuat pola digital dengan Aplikasi Richpeace bagi Pattern Maker, Memproduksi Sprei Set Aesthetic bagi Tukang Jahit.",,26,0,Sudah Berjalan
K-3772-0,LKP-896bb2edb3,kursus baru,,0,0,Materi Belum Lengkap
K-3772-1,LKP-896bb2edb3,kursus baru,,0,0,Materi Belum Lengkap
K-3772-2,LKP-896bb2edb3,kursus baru,,0,0,Materi Belum Lengkap
K-3780-0,LKP-9c144bf262,kursusbaru,,0,0,Materi Belum Lengkap
K-3780-1,LKP-9c144bf262,kursusbaru,,0,0,Materi Belum Lengkap
K-3780-2,LKP-9c144bf262,kursusbaru,,0,0,Materi Belum Lengkap
K-3795-0,LKP-7c1afa42f1,kursusbaru,,0,0,Materi Belum Lengkap
K-3795-1,LKP-7c1afa42f1,kursusbaru,,0,0,Materi Belum Lengkap
K-3795-2,LKP-7c1afa42f1,kursusbaru,,0,0,Materi Belum Lengkap
K-3797-0,LKP-d6a77ad8aa,kursus baru,,0,0,Materi Belum Lengkap
K-3797-1,LKP-d6a77ad8aa,kursus baru,,0,0,Materi Belum Lengkap
K-3797-2,LKP-d6a77ad8aa,kursus baru,,0,0,Materi Belum Lengkap
K-3822-0,LKP-a251b9fe26,"Digital Marketing untuk UMKM Berkelanjutan peserta 0 lulus 0
Mengoptimalkan Pemasaran Produk Barang dan Jasa materi lengkap peserta 0 lulus 0
Mengelola Data Ms. Excel materi lengkap peserta 0 lulus 0
Mengoperasikan Ms. Office Admin Perkantoran peserta 0 lulus 0
20 Point Service Ringan Sepeda Motor materi lengkap peserta 0 lulus 0
Perawatan Sepeda Motor Listrik peserta 0 lulus 0
Teknik Memasarkan Produk di Marketplace materi lengkap peserta 0 lulus 0
Perawatan Sepeda Motor Injeksi peserta 0 lulus 0
Perawatan Sistem Kelistrikan Sepeda Motor materi lengkap peserta 0 lulus 0
Teknik Merawat Sepeda Motor Matic materi lengkap peserta 3 lulus 3
Perawatan Sepeda Motor Injeksi materi lengkap peserta 0 lulus 0",,3,3,Sudah Berjalan
K-3822-1,LKP-a251b9fe26,"Digital Marketing untuk UMKM Berkelanjutan peserta 0 lulus 0
Mengoptimalkan Pemasaran Produk Barang dan Jasa materi lengkap peserta 0 lulus 0
Mengelola Data Ms. Excel materi lengkap peserta 0 lulus 0
Mengoperasikan Ms. Office Admin Perkantoran peserta 0 lulus 0
20 Point Service Ringan Sepeda Motor materi lengkap peserta 0 lulus 0
Perawatan Sepeda Motor Listrik peserta 0 lulus 0
Teknik Memasarkan Produk di Marketplace materi lengkap peserta 0 lulus 0
Perawatan Sepeda Motor Injeksi peserta 0 lulus 0
Perawatan Sistem Kelistrikan Sepeda Motor materi lengkap peserta 0 lulus 0
Teknik Merawat Sepeda Motor Matic materi lengkap peserta 3 lulus 3
Perawatan Sepeda Motor Injeksi materi lengkap peserta 0 lulus 0",,3,3,Sudah Berjalan
K-3822-2,LKP-a251b9fe26,"Digital Marketing untuk UMKM Berkelanjutan peserta 0 lulus 0
Mengoptimalkan Pemasaran Produk Barang dan Jasa materi lengkap peserta 0 lulus 0
Mengelola Data Ms. Excel materi lengkap peserta 0 lulus 0
Mengoperasikan Ms. Office Admin Perkantoran peserta 0 lulus 0
20 Point Service Ringan Sepeda Motor materi lengkap peserta 0 lulus 0
Perawatan Sepeda Motor Listrik peserta 0 lulus 0
Teknik Memasarkan Produk di Marketplace materi lengkap peserta 0 lulus 0
Perawatan Sepeda Motor Injeksi peserta 0 lulus 0
Perawatan Sistem Kelistrikan Sepeda Motor materi lengkap peserta 0 lulus 0
Teknik Merawat Sepeda Motor Matic materi lengkap peserta 3 lulus 3
Perawatan Sepeda Motor Injeksi materi lengkap peserta 0 lulus 0",,3,3,Sudah Berjalan
K-3829-0,LKP-5ab233c817,kursus baru,,0,0,Materi Belum Lengkap
K-3829-1,LKP-5ab233c817,kursus baru,,0,0,Materi Belum Lengkap
K-3829-2,LKP-5ab233c817,kursus baru,,0,0,Materi Belum Lengkap
K-3836-0,LKP-72a033da2a,Komputer Aplikasi Perkantoran,,0,0,Materi Belum Lengkap
K-3836-1,LKP-72a033da2a,Komputer Aplikasi Perkantoran,,0,0,Materi Belum Lengkap
K-3836-2,LKP-72a033da2a,Komputer Aplikasi Perkantoran,,0,0,Materi Belum Lengkap
K-3856-0,LKP-c32bbd0b5d,kursusbaru,,0,0,Materi Belum Lengkap
K-3856-1,LKP-c32bbd0b5d,kursusbaru,,0,0,Materi Belum Lengkap
K-3856-2,LKP-c32bbd0b5d,kursusbaru,,0,0,Materi Belum Lengkap
K-3874-0,LKP-54a28befe3,"Menjadi Asisten stylish busana dengan ibis paint x, membuat pola dan menjahit rok A line",,55,2,Sudah Berjalan
K-3874-1,LKP-54a28befe3,"Menjadi Asisten stylish busana dengan ibis paint x, membuat pola dan menjahit rok A line",,55,2,Sudah Berjalan
K-3874-2,LKP-54a28befe3,"Menjadi Asisten stylish busana dengan ibis paint x, membuat pola dan menjahit rok A line",,55,2,Sudah Berjalan
K-3883-0,LKP-d98a87fe0b,"Menyusun surat dengan Microsoft Word untuk Seketaris
Membuat Desain Logo Dengan Adobe Illustrator Bagi Perancang Grafis",,0,0,Materi Lengkap - Belum Ada Peserta
K-3883-1,LKP-d98a87fe0b,"Menyusun surat dengan Microsoft Word untuk Seketaris
Membuat Desain Logo Dengan Adobe Illustrator Bagi Perancang Grafis",,0,0,Materi Lengkap - Belum Ada Peserta
K-3883-2,LKP-d98a87fe0b,"Menyusun surat dengan Microsoft Word untuk Seketaris
Membuat Desain Logo Dengan Adobe Illustrator Bagi Perancang Grafis",,0,0,Materi Lengkap - Belum Ada Peserta
K-3888-0,LKP-96094cc46f,"Komputer LPK PEMBANGUNAN
Belajar Web Development dengan AI 
Internet Of Things Dasar SmartHome bulk action selection
Internet Of Things Dasar SmartHome",,0,0,Materi Belum Lengkap
K-3888-1,LKP-96094cc46f,"Komputer LPK PEMBANGUNAN
Belajar Web Development dengan AI 
Internet Of Things Dasar SmartHome bulk action selection
Internet Of Things Dasar SmartHome",,0,0,Materi Belum Lengkap
K-3888-2,LKP-96094cc46f,"Komputer LPK PEMBANGUNAN
Belajar Web Development dengan AI 
Internet Of Things Dasar SmartHome bulk action selection
Internet Of Things Dasar SmartHome",,0,0,Materi Belum Lengkap
K-3895-0,LKP-643f74b6b5,kursus baru,,0,0,Materi Belum Lengkap
K-3895-1,LKP-643f74b6b5,kursus baru,,0,0,Materi Belum Lengkap
K-3895-2,LKP-643f74b6b5,kursus baru,,0,0,Materi Belum Lengkap
K-3910-0,LKP-94c19e3b4b,kursus baru,,0,0,Materi Belum Lengkap
K-3910-1,LKP-94c19e3b4b,kursus baru,,0,0,Materi Belum Lengkap
K-3910-2,LKP-94c19e3b4b,kursus baru,,0,0,Materi Belum Lengkap
K-3919-0,LKP-aeb796a340,Menjahit Blus Wanita,,0,0,Materi Belum Lengkap
K-3919-1,LKP-aeb796a340,Menjahit Blus Wanita,,0,0,Materi Belum Lengkap
K-3919-2,LKP-aeb796a340,Menjahit Blus Wanita,,0,0,Materi Belum Lengkap
K-3924-0,LKP-fbf3841443,kursus baru,,0,0,Materi Belum Lengkap
K-3924-1,LKP-fbf3841443,kursus baru,,0,0,Materi Belum Lengkap
K-3924-2,LKP-fbf3841443,kursus baru,,0,0,Materi Belum Lengkap
K-3927-0,LKP-1d8f5791a7,kursus baru,,0,0,Materi Belum Lengkap
K-3927-1,LKP-1d8f5791a7,kursus baru,,0,0,Materi Belum Lengkap
K-3927-2,LKP-1d8f5791a7,kursus baru,,0,0,Materi Belum Lengkap
K-3940-0,LKP-661853af59,kursus baru,,0,0,Materi Belum Lengkap
K-3940-1,LKP-661853af59,kursus baru,,0,0,Materi Belum Lengkap
K-3940-2,LKP-661853af59,kursus baru,,0,0,Materi Belum Lengkap
K-3951-0,LKP-0e6349046e,kursus baru,,0,0,Materi Belum Lengkap
K-3951-1,LKP-0e6349046e,kursus baru,,0,0,Materi Belum Lengkap
K-3951-2,LKP-0e6349046e,kursus baru,,0,0,Materi Belum Lengkap
K-3981-0,LKP-55edf3a719,kursusbaru,,0,0,Materi Belum Lengkap
K-3981-1,LKP-55edf3a719,kursusbaru,,0,0,Materi Belum Lengkap
K-3981-2,LKP-55edf3a719,kursusbaru,,0,0,Materi Belum Lengkap
K-3987-0,LKP-5ea8064f05,kursusbaru,,0,0,Materi Belum Lengkap
K-3987-1,LKP-5ea8064f05,kursusbaru,,0,0,Materi Belum Lengkap
K-3987-2,LKP-5ea8064f05,kursusbaru,,0,0,Materi Belum Lengkap
K-3999-0,LKP-9a509ca553,Teknik Pengukuran dengan Avometer untuk Service Handphone,,20,0,Sudah Berjalan
K-3999-1,LKP-9a509ca553,Teknik Pengukuran dengan Avometer untuk Service Handphone,,20,0,Sudah Berjalan
K-3999-2,LKP-9a509ca553,Teknik Pengukuran dengan Avometer untuk Service Handphone,,20,0,Sudah Berjalan
K-4002-0,LKP-f620d7c362,Lembaga Kursus & Pelatihan,,0,0,Materi Belum Lengkap
K-4002-1,LKP-f620d7c362,Lembaga Kursus & Pelatihan,,0,0,Materi Belum Lengkap
K-4002-2,LKP-f620d7c362,Lembaga Kursus & Pelatihan,,0,0,Materi Belum Lengkap
K-4003-0,LKP-35fd3faef5,kursusbaru,,0,0,Materi Belum Lengkap
K-4003-1,LKP-35fd3faef5,kursusbaru,,0,0,Materi Belum Lengkap
K-4003-2,LKP-35fd3faef5,kursusbaru,,0,0,Materi Belum Lengkap
K-4007-0,LKP-d528b80684,kursusbaru,,0,0,Materi Belum Lengkap
K-4007-1,LKP-d528b80684,kursusbaru,,0,0,Materi Belum Lengkap
K-4007-2,LKP-d528b80684,kursusbaru,,0,0,Materi Belum Lengkap
K-4008-0,LKP-b2028cb600,kursusbaru,,0,0,Materi Belum Lengkap
K-4008-1,LKP-b2028cb600,kursusbaru,,0,0,Materi Belum Lengkap
K-4008-2,LKP-b2028cb600,kursusbaru,,0,0,Materi Belum Lengkap
K-4010-0,LKP-ee80b456b3,"Manajemen Usaha Kecil, Origami Fabric",,32,8,Sudah Berjalan
K-4010-1,LKP-ee80b456b3,"Manajemen Usaha Kecil, Origami Fabric",,32,8,Sudah Berjalan
K-4010-2,LKP-ee80b456b3,"Manajemen Usaha Kecil, Origami Fabric",,32,8,Sudah Berjalan
K-4012-0,LKP-a06e1c1374,Makeup Artist Untuk Pemula,,0,0,Materi Belum Lengkap
K-4012-1,LKP-a06e1c1374,Makeup Artist Untuk Pemula,,0,0,Materi Belum Lengkap
K-4012-2,LKP-a06e1c1374,Makeup Artist Untuk Pemula,,0,0,Materi Belum Lengkap
K-4016-0,LKP-43cfa6b67f,kursusbaru,,0,0,Materi Belum Lengkap
K-4016-1,LKP-43cfa6b67f,kursusbaru,,0,0,Materi Belum Lengkap
K-4016-2,LKP-43cfa6b67f,kursusbaru,,0,0,Materi Belum Lengkap
K-4018-0,LKP-65778eea10,reservation & ticketing,,0,0,Materi Belum Lengkap
K-4018-1,LKP-65778eea10,reservation & ticketing,,0,0,Materi Belum Lengkap
K-4018-2,LKP-65778eea10,reservation & ticketing,,0,0,Materi Belum Lengkap
K-4020-0,LKP-518d58be80,Pelayanan Prima dan Bekerja dalam Tim,,0,0,Materi Belum Lengkap
K-4020-1,LKP-518d58be80,Pelayanan Prima dan Bekerja dalam Tim,,0,0,Materi Belum Lengkap
K-4020-2,LKP-518d58be80,Pelayanan Prima dan Bekerja dalam Tim,,0,0,Materi Belum Lengkap
K-4021-0,LKP-eea6c7161f,Kursus Bakery,,39,7,Sudah Berjalan
K-4021-1,LKP-eea6c7161f,Kursus Bakery,,39,7,Sudah Berjalan
K-4021-2,LKP-eea6c7161f,Kursus Bakery,,39,7,Sudah Berjalan
K-4024-0,LKP-b3beb5dbc3,kursusbaru,,0,0,Materi Belum Lengkap
K-4024-1,LKP-b3beb5dbc3,kursusbaru,,0,0,Materi Belum Lengkap
K-4024-2,LKP-b3beb5dbc3,kursusbaru,,0,0,Materi Belum Lengkap
K-4029-0,LKP-5ca14c1a3c,"Kelas Canva Basic
Membuat Profil Bisnis Usaha Kita",,28,6,Sudah Berjalan
K-4029-1,LKP-5ca14c1a3c,"Kelas Canva Basic
Membuat Profil Bisnis Usaha Kita",,28,6,Sudah Berjalan
K-4029-2,LKP-5ca14c1a3c,"Kelas Canva Basic
Membuat Profil Bisnis Usaha Kita",,28,6,Sudah Berjalan
